Period ID,Product ID,Channel ID,Sales Type ID,KPI Flag ID,Category ID,Product Pack,KPI Value
202301,58,1,2,1,3,Gift,24.83
202301,58,1,2,2,3,Gift,374.96
202301,18,1,1,1,5,Standard,182.99
202301,18,1,1,2,5,Standard,48.48
202301,18,1,2,1,5,Standard,19.61
202301,18,1,2,2,5,Standard,181.68
202301,18,5,1,1,5,Standard,96.78
202301,18,5,1,2,5,Standard,282.0
202301,18,5,2,1,5,Standard,432.67
202301,18,5,2,2,5,Standard,14.14
202301,18,4,1,1,5,Standard,123.72
202301,18,4,1,2,5,Standard,569.87
202301,18,4,2,1,5,Standard,916.02
202301,18,4,2,2,5,Standard,18.11
202301,73,1,1,1,5,Gift,380.86
202301,73,1,1,2,5,Gift,84.49
202301,73,1,2,1,5,Gift,399.95
202301,73,1,2,2,5,Gift,105.76
202301,73,4,1,1,5,Gift,29.05
202301,73,4,1,2,5,Gift,81.25
202301,73,4,2,1,5,Gift,312.16
202301,73,4,2,2,5,Gift,98.34
202301,73,2,1,1,5,Gift,45.04
202301,73,2,1,2,5,Gift,35.5
202301,73,2,2,1,5,Gift,61.81
202301,73,2,2,2,5,Gift,61.17
202301,73,5,1,1,5,Gift,325.17
202301,73,5,1,2,5,Gift,101.59
202301,73,5,2,1,5,Gift,114.08
202301,73,5,2,2,5,Gift,131.57
202301,42,4,1,1,6,Standard,86.75
202301,42,4,1,2,6,Standard,118.93
202301,42,4,2,1,6,Standard,352.94
202301,42,4,2,2,6,Standard,70.83
202301,42,2,1,1,6,Standard,84.64
202301,42,2,1,2,6,Standard,352.06
202301,42,2,2,1,6,Standard,81.99
202301,42,2,2,2,6,Standard,219.73
202301,42,3,1,1,6,Standard,24.53
202301,42,3,1,2,6,Standard,328.92
202301,42,3,2,1,6,Standard,128.29
202301,42,3,2,2,6,Standard,266.0
202301,42,5,1,1,6,Standard,625.52
202301,42,5,1,2,6,Standard,109.38
202301,42,5,2,1,6,Standard,25.92
202301,42,5,2,2,6,Standard,105.75
202301,120,5,1,1,1,Gift,191.17
202301,120,5,1,2,1,Gift,132.27
202301,120,5,2,1,1,Gift,697.64
202301,120,5,2,2,1,Gift,104.26
202301,120,3,1,1,1,Gift,254.5
202301,120,3,1,2,1,Gift,62.21
202301,120,3,2,1,1,Gift,74.01
202301,120,3,2,2,1,Gift,122.97
202301,120,1,1,1,1,Gift,62.21
202301,120,1,1,2,1,Gift,425.27
202301,120,1,2,1,1,Gift,32.38
202301,120,1,2,2,1,Gift,183.9
202301,120,2,1,1,1,Gift,191.39
202301,120,2,1,2,1,Gift,18.58
202301,120,2,2,1,1,Gift,96.17
202301,120,2,2,2,1,Gift,221.88
202301,93,1,1,1,8,Promo,367.81
202301,93,1,1,2,8,Promo,143.18
202301,93,1,2,1,8,Promo,165.95
202301,93,1,2,2,8,Promo,220.81
202301,93,3,1,1,8,Promo,496.56
202301,93,3,1,2,8,Promo,72.56
202301,93,3,2,1,8,Promo,91.02
202301,93,3,2,2,8,Promo,73.16
202301,93,2,1,1,8,Promo,109.58
202301,93,2,1,2,8,Promo,903.97
202301,93,2,2,1,8,Promo,324.6
202301,93,2,2,2,8,Promo,42.01
202301,93,4,1,1,8,Promo,79.42
202301,93,4,1,2,8,Promo,255.35
202301,93,4,2,1,8,Promo,55.01
202301,93,4,2,2,8,Promo,68.37
202301,20,4,1,1,7,Travel,376.3
202301,20,4,1,2,7,Travel,1394.39
202301,20,4,2,1,7,Travel,526.83
202301,20,4,2,2,7,Travel,401.13
202301,20,3,1,1,7,Travel,109.06
202301,20,3,1,2,7,Travel,205.6
202301,20,3,2,1,7,Travel,45.09
202301,20,3,2,2,7,Travel,34.34
202301,87,2,1,1,8,Travel,372.38
202301,87,2,1,2,8,Travel,424.72
202301,87,2,2,1,8,Travel,55.34
202301,87,2,2,2,8,Travel,232.2
202301,87,5,1,1,8,Travel,642.69
202301,87,5,1,2,8,Travel,136.05
202301,87,5,2,1,8,Travel,66.91
202301,87,5,2,2,8,Travel,99.03
202301,87,3,1,1,8,Travel,909.02
202301,87,3,1,2,8,Travel,150.18
202301,87,3,2,1,8,Travel,2117.89
202301,87,3,2,2,8,Travel,73.28
202301,25,4,1,1,5,Travel,591.21
202301,25,4,1,2,5,Travel,182.8
202301,25,4,2,1,5,Travel,55.43
202301,25,4,2,2,5,Travel,106.16
202301,25,2,1,1,5,Travel,292.32
202301,25,2,1,2,5,Travel,60.53
202301,25,2,2,1,5,Travel,246.17
202301,25,2,2,2,5,Travel,480.43
202301,25,1,1,1,5,Travel,97.03
202301,25,1,1,2,5,Travel,17.49
202301,25,1,2,1,5,Travel,118.01
202301,25,1,2,2,5,Travel,89.18
202301,90,5,1,1,6,Gift,665.59
202301,90,5,1,2,6,Gift,112.91
202301,90,5,2,1,6,Gift,1336.86
202301,90,5,2,2,6,Gift,184.41
202301,90,3,1,1,6,Gift,157.87
202301,90,3,1,2,6,Gift,103.64
202301,90,3,2,1,6,Gift,130.81
202301,90,3,2,2,6,Gift,225.38
202301,90,4,1,1,6,Gift,150.81
202301,90,4,1,2,6,Gift,93.45
202301,90,4,2,1,6,Gift,100.34
202301,90,4,2,2,6,Gift,1451.76
202301,90,2,1,1,6,Gift,1794.22
202301,90,2,1,2,6,Gift,92.79
202301,90,2,2,1,6,Gift,452.18
202301,90,2,2,2,6,Gift,60.46
202301,90,1,1,1,6,Gift,110.29
202301,90,1,1,2,6,Gift,44.27
202301,90,1,2,1,6,Gift,555.08
202301,90,1,2,2,6,Gift,292.0
202301,23,4,1,1,1,Travel,112.04
202301,23,4,1,2,1,Travel,1268.56
202301,23,4,2,1,1,Travel,189.84
202301,23,4,2,2,1,Travel,114.34
202301,23,2,1,1,1,Travel,859.6
202301,23,2,1,2,1,Travel,600.51
202301,23,2,2,1,1,Travel,345.31
202301,23,2,2,2,1,Travel,78.54
202301,10,3,1,1,7,Standard,19.26
202301,10,3,1,2,7,Standard,258.47
202301,10,3,2,1,7,Standard,106.38
202301,10,3,2,2,7,Standard,8.35
202301,10,5,1,1,7,Standard,137.88
202301,10,5,1,2,7,Standard,179.46
202301,10,5,2,1,7,Standard,133.41
202301,10,5,2,2,7,Standard,234.62
202301,10,2,1,1,7,Standard,92.9
202301,10,2,1,2,7,Standard,138.23
202301,10,2,2,1,7,Standard,784.52
202301,10,2,2,2,7,Standard,515.9
202301,112,5,1,1,1,Standard,465.76
202301,112,5,1,2,1,Standard,53.0
202301,112,5,2,1,1,Standard,242.7
202301,112,5,2,2,1,Standard,196.94
202301,112,1,1,1,1,Standard,359.41
202301,112,1,1,2,1,Standard,52.59
202301,112,1,2,1,1,Standard,156.69
202301,112,1,2,2,1,Standard,66.03
202301,80,5,1,1,1,Promo,84.85
202301,80,5,1,2,1,Promo,189.14
202301,80,5,2,1,1,Promo,52.83
202301,80,5,2,2,1,Promo,23.48
202301,80,1,1,1,1,Promo,568.11
202301,80,1,1,2,1,Promo,75.43
202301,80,1,2,1,1,Promo,30.43
202301,80,1,2,2,1,Promo,43.16
202301,35,1,1,1,5,Standard,144.84
202301,35,1,1,2,5,Standard,1083.34
202301,35,1,2,1,5,Standard,138.06
202301,35,1,2,2,5,Standard,328.57
202301,35,2,1,1,5,Standard,102.95
202301,35,2,1,2,5,Standard,204.04
202301,35,2,2,1,5,Standard,127.39
202301,35,2,2,2,5,Standard,323.57
202301,35,3,1,1,5,Standard,41.94
202301,35,3,1,2,5,Standard,178.67
202301,35,3,2,1,5,Standard,196.32
202301,35,3,2,2,5,Standard,262.54
202301,102,5,1,1,6,Travel,32.47
202301,102,5,1,2,6,Travel,92.22
202301,102,5,2,1,6,Travel,335.8
202301,102,5,2,2,6,Travel,214.07
202301,102,2,1,1,6,Travel,1307.54
202301,102,2,1,2,6,Travel,86.49
202301,102,2,2,1,6,Travel,15.04
202301,102,2,2,2,6,Travel,93.29
202301,102,4,1,1,6,Travel,6.69
202301,102,4,1,2,6,Travel,379.13
202301,102,4,2,1,6,Travel,162.63
202301,102,4,2,2,6,Travel,263.3
202301,102,3,1,1,6,Travel,318.76
202301,102,3,1,2,6,Travel,568.63
202301,102,3,2,1,6,Travel,7.29
202301,102,3,2,2,6,Travel,14.08
202301,102,1,1,1,6,Travel,65.95
202301,102,1,1,2,6,Travel,113.37
202301,102,1,2,1,6,Travel,207.43
202301,102,1,2,2,6,Travel,189.63
202301,63,3,1,1,1,Standard,201.56
202301,63,3,1,2,1,Standard,25.02
202301,63,3,2,1,1,Standard,62.9
202301,63,3,2,2,1,Standard,110.88
202301,63,2,1,1,1,Standard,136.25
202301,63,2,1,2,1,Standard,89.55
202301,63,2,2,1,1,Standard,221.52
202301,63,2,2,2,1,Standard,41.51
202301,63,4,1,1,1,Standard,91.49
202301,63,4,1,2,1,Standard,298.53
202301,63,4,2,1,1,Standard,208.65
202301,63,4,2,2,1,Standard,104.3
202301,63,5,1,1,1,Standard,107.18
202301,63,5,1,2,1,Standard,92.2
202301,63,5,2,1,1,Standard,109.21
202301,63,5,2,2,1,Standard,89.19
202301,63,1,1,1,1,Standard,105.43
202301,63,1,1,2,1,Standard,232.79
202301,63,1,2,1,1,Standard,227.04
202301,63,1,2,2,1,Standard,33.78
202301,98,2,1,1,1,Gift,1401.68
202301,98,2,1,2,1,Gift,85.07
202301,98,2,2,1,1,Gift,286.57
202301,98,2,2,2,1,Gift,45.12
202301,98,1,1,1,1,Gift,944.37
202301,98,1,1,2,1,Gift,311.42
202301,98,1,2,1,1,Gift,258.34
202301,98,1,2,2,1,Gift,131.72
202301,98,3,1,1,1,Gift,17.94
202301,98,3,1,2,1,Gift,1200.74
202301,98,3,2,1,1,Gift,454.75
202301,98,3,2,2,1,Gift,111.0
202301,98,4,1,1,1,Gift,289.92
202301,98,4,1,2,1,Gift,33.87
202301,98,4,2,1,1,Gift,16.57
202301,98,4,2,2,1,Gift,166.51
202301,98,5,1,1,1,Gift,62.7
202301,98,5,1,2,1,Gift,91.49
202301,98,5,2,1,1,Gift,153.25
202301,98,5,2,2,1,Gift,39.27
202301,82,1,1,1,5,Travel,550.2
202301,82,1,1,2,5,Travel,144.74
202301,82,1,2,1,5,Travel,307.47
202301,82,1,2,2,5,Travel,19.46
202301,82,3,1,1,5,Travel,331.3
202301,82,3,1,2,5,Travel,984.35
202301,82,3,2,1,5,Travel,188.0
202301,82,3,2,2,5,Travel,305.48
202301,82,5,1,1,5,Travel,122.68
202301,82,5,1,2,5,Travel,256.12
202301,82,5,2,1,5,Travel,1115.13
202301,82,5,2,2,5,Travel,2418.3
202301,82,4,1,1,5,Travel,238.87
202301,82,4,1,2,5,Travel,48.02
202301,82,4,2,1,5,Travel,344.91
202301,82,4,2,2,5,Travel,36.97
202301,69,1,1,1,3,Travel,1354.65
202301,69,1,1,2,3,Travel,506.24
202301,69,1,2,1,3,Travel,343.8
202301,69,1,2,2,3,Travel,969.45
202301,69,2,1,1,3,Travel,210.32
202301,69,2,1,2,3,Travel,116.32
202301,69,2,2,1,3,Travel,226.76
202301,69,2,2,2,3,Travel,1020.07
202301,69,4,1,1,3,Travel,55.81
202301,69,4,1,2,3,Travel,1005.56
202301,69,4,2,1,3,Travel,32.22
202301,69,4,2,2,3,Travel,309.52
202301,49,2,1,1,5,Gift,213.57
202301,49,2,1,2,5,Gift,156.74
202301,49,2,2,1,5,Gift,147.76
202301,49,2,2,2,5,Gift,38.54
202301,49,1,1,1,5,Gift,90.96
202301,49,1,1,2,5,Gift,198.11
202301,49,1,2,1,5,Gift,85.53
202301,49,1,2,2,5,Gift,231.81
202301,49,4,1,1,5,Gift,138.8
202301,49,4,1,2,5,Gift,137.53
202301,49,4,2,1,5,Gift,209.36
202301,49,4,2,2,5,Gift,292.21
202301,49,5,1,1,5,Gift,381.81
202301,49,5,1,2,5,Gift,1763.33
202301,49,5,2,1,5,Gift,460.29
202301,49,5,2,2,5,Gift,27.63
202301,43,3,1,1,4,Standard,35.97
202301,43,3,1,2,4,Standard,198.46
202301,43,3,2,1,4,Standard,390.35
202301,43,3,2,2,4,Standard,316.57
202301,43,4,1,1,4,Standard,815.48
202301,43,4,1,2,4,Standard,220.56
202301,43,4,2,1,4,Standard,302.36
202301,43,4,2,2,4,Standard,315.32
202301,43,5,1,1,4,Standard,50.99
202301,43,5,1,2,4,Standard,140.1
202301,43,5,2,1,4,Standard,8.54
202301,43,5,2,2,4,Standard,256.61
202301,43,1,1,1,4,Standard,6.01
202301,43,1,1,2,4,Standard,452.25
202301,43,1,2,1,4,Standard,1187.12
202301,43,1,2,2,4,Standard,297.01
202301,100,2,1,1,4,Standard,96.88
202301,100,2,1,2,4,Standard,35.46
202301,100,2,2,1,4,Standard,147.25
202301,100,2,2,2,4,Standard,65.35
202301,100,5,1,1,4,Standard,179.01
202301,100,5,1,2,4,Standard,221.63
202301,100,5,2,1,4,Standard,91.97
202301,100,5,2,2,4,Standard,69.33
202301,100,4,1,1,4,Standard,12.31
202301,100,4,1,2,4,Standard,133.32
202301,100,4,2,1,4,Standard,96.65
202301,100,4,2,2,4,Standard,105.23
202301,100,3,1,1,4,Standard,392.79
202301,100,3,1,2,4,Standard,1726.14
202301,100,3,2,1,4,Standard,106.38
202301,100,3,2,2,4,Standard,259.45
202301,110,2,1,1,1,Promo,54.66
202301,110,2,1,2,1,Promo,52.76
202301,110,2,2,1,1,Promo,60.68
202301,110,2,2,2,1,Promo,10.74
202301,110,3,1,1,1,Promo,154.49
202301,110,3,1,2,1,Promo,46.16
202301,110,3,2,1,1,Promo,220.68
202301,110,3,2,2,1,Promo,9.25
202301,32,3,1,1,5,Gift,152.46
202301,32,3,1,2,5,Gift,120.05
202301,32,3,2,1,5,Gift,84.89
202301,32,3,2,2,5,Gift,540.86
202301,32,4,1,1,5,Gift,62.16
202301,32,4,1,2,5,Gift,235.05
202301,32,4,2,1,5,Gift,76.49
202301,32,4,2,2,5,Gift,1195.31
202301,106,1,1,1,1,Standard,829.77
202301,106,1,1,2,1,Standard,99.53
202301,106,1,2,1,1,Standard,46.16
202301,106,1,2,2,1,Standard,299.86
202301,106,2,1,1,1,Standard,1178.42
202301,106,2,1,2,1,Standard,216.75
202301,106,2,2,1,1,Standard,155.21
202301,106,2,2,2,1,Standard,37.99
202301,106,5,1,1,1,Standard,508.57
202301,106,5,1,2,1,Standard,153.45
202301,106,5,2,1,1,Standard,378.53
202301,106,5,2,2,1,Standard,206.85
202301,11,1,1,1,3,Travel,87.38
202301,11,1,1,2,3,Travel,550.82
202301,11,1,2,1,3,Travel,567.28
202301,11,1,2,2,3,Travel,589.24
202301,11,4,1,1,3,Travel,160.79
202301,11,4,1,2,3,Travel,209.45
202301,11,4,2,1,3,Travel,32.41
202301,11,4,2,2,3,Travel,134.59
202301,11,2,1,1,3,Travel,227.57
202301,11,2,1,2,3,Travel,227.72
202301,11,2,2,1,3,Travel,65.76
202301,11,2,2,2,3,Travel,43.65
202301,79,4,1,1,3,Travel,123.54
202301,79,4,1,2,3,Travel,563.56
202301,79,4,2,1,3,Travel,504.05
202301,79,4,2,2,3,Travel,21.79
202301,79,3,1,1,3,Travel,144.12
202301,79,3,1,2,3,Travel,813.78
202301,79,3,2,1,3,Travel,24.22
202301,79,3,2,2,3,Travel,28.63
202301,114,5,1,1,2,Gift,713.71
202301,114,5,1,2,2,Gift,105.7
202301,114,5,2,1,2,Gift,701.99
202301,114,5,2,2,2,Gift,46.1
202301,114,4,1,1,2,Gift,82.75
202301,114,4,1,2,2,Gift,381.29
202301,114,4,2,1,2,Gift,367.36
202301,114,4,2,2,2,Gift,336.01
202301,39,1,1,1,7,Promo,80.4
202301,39,1,1,2,7,Promo,81.06
202301,39,1,2,1,7,Promo,191.08
202301,39,1,2,2,7,Promo,120.61
202301,39,2,1,1,7,Promo,473.96
202301,39,2,1,2,7,Promo,117.04
202301,39,2,2,1,7,Promo,112.97
202301,39,2,2,2,7,Promo,23.2
202301,39,3,1,1,7,Promo,466.71
202301,39,3,1,2,7,Promo,240.37
202301,39,3,2,1,7,Promo,10.51
202301,39,3,2,2,7,Promo,278.48
202301,39,5,1,1,7,Promo,100.88
202301,39,5,1,2,7,Promo,414.24
202301,39,5,2,1,7,Promo,143.91
202301,39,5,2,2,7,Promo,62.18
202301,15,1,1,1,2,Travel,224.38
202301,15,1,1,2,2,Travel,304.84
202301,15,1,2,1,2,Travel,544.97
202301,15,1,2,2,2,Travel,492.4
202301,15,3,1,1,2,Travel,62.51
202301,15,3,1,2,2,Travel,142.08
202301,15,3,2,1,2,Travel,87.13
202301,15,3,2,2,2,Travel,193.81
202301,15,5,1,1,2,Travel,29.09
202301,15,5,1,2,2,Travel,24.23
202301,15,5,2,1,2,Travel,2858.59
202301,15,5,2,2,2,Travel,1665.24
202301,15,4,1,1,2,Travel,661.43
202301,15,4,1,2,2,Travel,291.89
202301,15,4,2,1,2,Travel,414.0
202301,15,4,2,2,2,Travel,415.35
202301,15,2,1,1,2,Travel,1189.08
202301,15,2,1,2,2,Travel,90.4
202301,15,2,2,1,2,Travel,65.77
202301,15,2,2,2,2,Travel,160.31
202301,17,5,1,1,4,Gift,333.6
202301,17,5,1,2,4,Gift,120.24
202301,17,5,2,1,4,Gift,84.11
202301,17,5,2,2,4,Gift,915.98
202301,17,3,1,1,4,Gift,59.79
202301,17,3,1,2,4,Gift,951.17
202301,17,3,2,1,4,Gift,518.59
202301,17,3,2,2,4,Gift,1619.14
202301,17,4,1,1,4,Gift,2241.8
202301,17,4,1,2,4,Gift,254.57
202301,17,4,2,1,4,Gift,1977.29
202301,17,4,2,2,4,Gift,299.34
202301,17,1,1,1,4,Gift,262.62
202301,17,1,1,2,4,Gift,206.0
202301,17,1,2,1,4,Gift,96.93
202301,17,1,2,2,4,Gift,406.23
202301,17,2,1,1,4,Gift,649.4
202301,17,2,1,2,4,Gift,30.49
202301,17,2,2,1,4,Gift,3523.19
202301,17,2,2,2,4,Gift,1146.79
202301,53,1,1,1,4,Gift,341.16
202301,53,1,1,2,4,Gift,147.35
202301,53,1,2,1,4,Gift,898.8
202301,53,1,2,2,4,Gift,23.02
202301,53,4,1,1,4,Gift,1655.77
202301,53,4,1,2,4,Gift,84.86
202301,53,4,2,1,4,Gift,102.97
202301,53,4,2,2,4,Gift,37.64
202301,53,3,1,1,4,Gift,196.57
202301,53,3,1,2,4,Gift,72.12
202301,53,3,2,1,4,Gift,659.51
202301,53,3,2,2,4,Gift,367.04
202301,53,5,1,1,4,Gift,71.02
202301,53,5,1,2,4,Gift,57.0
202301,53,5,2,1,4,Gift,75.56
202301,53,5,2,2,4,Gift,52.49
202301,53,2,1,1,4,Gift,116.73
202301,53,2,1,2,4,Gift,59.53
202301,53,2,2,1,4,Gift,663.31
202301,53,2,2,2,4,Gift,89.77
202301,115,1,1,1,4,Travel,17.66
202301,115,1,1,2,4,Travel,384.31
202301,115,1,2,1,4,Travel,21.05
202301,115,1,2,2,4,Travel,60.02
202301,115,4,1,1,4,Travel,363.63
202301,115,4,1,2,4,Travel,189.64
202301,115,4,2,1,4,Travel,108.5
202301,115,4,2,2,4,Travel,19.22
202301,115,2,1,1,4,Travel,519.51
202301,115,2,1,2,4,Travel,274.85
202301,115,2,2,1,4,Travel,58.41
202301,115,2,2,2,4,Travel,51.49
202301,115,5,1,1,4,Travel,559.79
202301,115,5,1,2,4,Travel,234.11
202301,115,5,2,1,4,Travel,31.91
202301,115,5,2,2,4,Travel,67.95
202301,115,3,1,1,4,Travel,1709.68
202301,115,3,1,2,4,Travel,543.48
202301,115,3,2,1,4,Travel,163.37
202301,115,3,2,2,4,Travel,167.7
202301,3,1,1,1,3,Standard,46.13
202301,3,1,1,2,3,Standard,61.13
202301,3,1,2,1,3,Standard,210.46
202301,3,1,2,2,3,Standard,867.16
202301,3,3,1,1,3,Standard,144.59
202301,3,3,1,2,3,Standard,16.89
202301,3,3,2,1,3,Standard,78.15
202301,3,3,2,2,3,Standard,84.57
202301,3,2,1,1,3,Standard,181.64
202301,3,2,1,2,3,Standard,137.84
202301,3,2,2,1,3,Standard,11.66
202301,3,2,2,2,3,Standard,53.81
202301,3,4,1,1,3,Standard,43.22
202301,3,4,1,2,3,Standard,479.25
202301,3,4,2,1,3,Standard,115.97
202301,3,4,2,2,3,Standard,14.83
202301,3,5,1,1,3,Standard,57.58
202301,3,5,1,2,3,Standard,668.43
202301,3,5,2,1,3,Standard,79.55
202301,3,5,2,2,3,Standard,72.25
202301,76,4,1,1,7,Gift,72.59
202301,76,4,1,2,7,Gift,778.29
202301,76,4,2,1,7,Gift,127.36
202301,76,4,2,2,7,Gift,80.58
202301,76,2,1,1,7,Gift,665.61
202301,76,2,1,2,7,Gift,567.69
202301,76,2,2,1,7,Gift,153.45
202301,76,2,2,2,7,Gift,303.79
202301,76,5,1,1,7,Gift,353.46
202301,76,5,1,2,7,Gift,2220.82
202301,76,5,2,1,7,Gift,139.5
202301,76,5,2,2,7,Gift,39.63
202301,76,3,1,1,7,Gift,345.81
202301,76,3,1,2,7,Gift,175.91
202301,76,3,2,1,7,Gift,186.81
202301,76,3,2,2,7,Gift,157.25
202301,70,2,1,1,6,Travel,599.55
202301,70,2,1,2,6,Travel,205.07
202301,70,2,2,1,6,Travel,243.57
202301,70,2,2,2,6,Travel,698.48
202301,70,4,1,1,6,Travel,101.13
202301,70,4,1,2,6,Travel,234.68
202301,70,4,2,1,6,Travel,276.43
202301,70,4,2,2,6,Travel,191.9
202301,70,1,1,1,6,Travel,297.11
202301,70,1,1,2,6,Travel,71.23
202301,70,1,2,1,6,Travel,529.17
202301,70,1,2,2,6,Travel,83.99
202301,84,1,1,1,3,Gift,71.62
202301,84,1,1,2,3,Gift,1143.97
202301,84,1,2,1,3,Gift,1280.73
202301,84,1,2,2,3,Gift,54.07
202301,84,2,1,1,3,Gift,426.01
202301,84,2,1,2,3,Gift,140.93
202301,84,2,2,1,3,Gift,72.73
202301,84,2,2,2,3,Gift,254.05
202301,37,4,1,1,5,Gift,105.54
202301,37,4,1,2,5,Gift,804.82
202301,37,4,2,1,5,Gift,840.32
202301,37,4,2,2,5,Gift,71.94
202301,37,2,1,1,5,Gift,182.07
202301,37,2,1,2,5,Gift,24.55
202301,37,2,2,1,5,Gift,444.84
202301,37,2,2,2,5,Gift,802.96
202301,37,1,1,1,5,Gift,260.54
202301,37,1,1,2,5,Gift,47.13
202301,37,1,2,1,5,Gift,1134.18
202301,37,1,2,2,5,Gift,1866.48
202301,37,5,1,1,5,Gift,97.23
202301,37,5,1,2,5,Gift,278.62
202301,37,5,2,1,5,Gift,434.99
202301,37,5,2,2,5,Gift,419.96
202301,101,4,1,1,4,Promo,24.95
202301,101,4,1,2,4,Promo,25.34
202301,101,4,2,1,4,Promo,160.21
202301,101,4,2,2,4,Promo,1322.91
202301,101,2,1,1,4,Promo,656.51
202301,101,2,1,2,4,Promo,27.2
202301,101,2,2,1,4,Promo,4951.52
202301,101,2,2,2,4,Promo,317.51
202301,101,5,1,1,4,Promo,40.96
202301,101,5,1,2,4,Promo,146.17
202301,101,5,2,1,4,Promo,521.07
202301,101,5,2,2,4,Promo,733.83
202301,101,3,1,1,4,Promo,150.83
202301,101,3,1,2,4,Promo,305.49
202301,101,3,2,1,4,Promo,140.55
202301,101,3,2,2,4,Promo,150.85
202301,101,1,1,1,4,Promo,389.57
202301,101,1,1,2,4,Promo,919.81
202301,101,1,2,1,4,Promo,41.69
202301,101,1,2,2,4,Promo,123.47
202302,89,1,1,1,3,Gift,752.33
202302,89,1,1,2,3,Gift,58.82
202302,89,1,2,1,3,Gift,46.33
202302,89,1,2,2,3,Gift,234.6
202302,89,3,1,1,3,Gift,50.1
202302,89,3,1,2,3,Gift,74.53
202302,89,3,2,1,3,Gift,266.27
202302,89,3,2,2,3,Gift,9.44
202302,89,2,1,1,3,Gift,1249.68
202302,89,2,1,2,3,Gift,183.48
202302,89,2,2,1,3,Gift,36.9
202302,89,2,2,2,3,Gift,51.37
202302,89,5,1,1,3,Gift,572.33
202302,89,5,1,2,3,Gift,358.17
202302,89,5,2,1,3,Gift,919.54
202302,89,5,2,2,3,Gift,76.74
202302,41,2,1,1,3,Travel,320.97
202302,41,2,1,2,3,Travel,361.12
202302,41,2,2,1,3,Travel,698.58
202302,41,2,2,2,3,Travel,430.21
202302,41,4,1,1,3,Travel,163.84
202302,41,4,1,2,3,Travel,265.97
202302,41,4,2,1,3,Travel,160.59
202302,41,4,2,2,3,Travel,71.12
202302,41,3,1,1,3,Travel,163.66
202302,41,3,1,2,3,Travel,151.89
202302,41,3,2,1,3,Travel,22.69
202302,41,3,2,2,3,Travel,441.27
202302,41,1,1,1,3,Travel,540.82
202302,41,1,1,2,3,Travel,334.39
202302,41,1,2,1,3,Travel,503.4
202302,41,1,2,2,3,Travel,140.98
202302,41,5,1,1,3,Travel,93.96
202302,41,5,1,2,3,Travel,543.72
202302,41,5,2,1,3,Travel,48.87
202302,41,5,2,2,3,Travel,46.88
202302,96,3,1,1,1,Standard,531.57
202302,96,3,1,2,1,Standard,22.36
202302,96,3,2,1,1,Standard,154.85
202302,96,3,2,2,1,Standard,44.85
202302,96,2,1,1,1,Standard,485.94
202302,96,2,1,2,1,Standard,862.85
202302,96,2,2,1,1,Standard,318.98
202302,96,2,2,2,1,Standard,89.15
202302,96,5,1,1,1,Standard,70.91
202302,96,5,1,2,1,Standard,106.22
202302,96,5,2,1,1,Standard,63.46
202302,96,5,2,2,1,Standard,143.83
202302,96,4,1,1,1,Standard,70.72
202302,96,4,1,2,1,Standard,33.17
202302,96,4,2,1,1,Standard,274.93
202302,96,4,2,2,1,Standard,301.61
202302,11,1,1,1,3,Travel,38.23
202302,11,1,1,2,3,Travel,103.34
202302,11,1,2,1,3,Travel,47.17
202302,11,1,2,2,3,Travel,2354.41
202302,11,2,1,1,3,Travel,490.86
202302,11,2,1,2,3,Travel,46.2
202302,11,2,2,1,3,Travel,55.03
202302,11,2,2,2,3,Travel,29.45
202302,1,4,1,1,7,Promo,1620.14
202302,1,4,1,2,7,Promo,69.68
202302,1,4,2,1,7,Promo,52.16
202302,1,4,2,2,7,Promo,78.59
202302,1,1,1,1,7,Promo,1047.31
202302,1,1,1,2,7,Promo,26.55
202302,1,1,2,1,7,Promo,520.83
202302,1,1,2,2,7,Promo,1569.59
202302,1,2,1,1,7,Promo,142.09
202302,1,2,1,2,7,Promo,108.64
202302,1,2,2,1,7,Promo,191.64
202302,1,2,2,2,7,Promo,45.28
202302,39,5,1,1,7,Promo,38.96
202302,39,5,1,2,7,Promo,175.21
202302,39,5,2,1,7,Promo,25265.96
202302,39,5,2,2,7,Promo,64.85
202302,39,4,1,1,7,Promo,146.79
202302,39,4,1,2,7,Promo,791.08
202302,39,4,2,1,7,Promo,1461.89
202302,39,4,2,2,7,Promo,86.47
202302,39,2,1,1,7,Promo,554.06
202302,39,2,1,2,7,Promo,450.0
202302,39,2,2,1,7,Promo,94.84
202302,39,2,2,2,7,Promo,368.59
202302,39,1,1,1,7,Promo,141.47
202302,39,1,1,2,7,Promo,82.07
202302,39,1,2,1,7,Promo,1370.07
202302,39,1,2,2,7,Promo,379.53
202302,39,3,1,1,7,Promo,23.14
202302,39,3,1,2,7,Promo,149.38
202302,39,3,2,1,7,Promo,93.35
202302,39,3,2,2,7,Promo,135.23
202302,80,5,1,1,1,Promo,254.44
202302,80,5,1,2,1,Promo,1138.23
202302,80,5,2,1,1,Promo,400.74
202302,80,5,2,2,1,Promo,576.34
202302,80,2,1,1,1,Promo,149.54
202302,80,2,1,2,1,Promo,1020.39
202302,80,2,2,1,1,Promo,189.74
202302,80,2,2,2,1,Promo,16.67
202302,54,5,1,1,4,Standard,328.81
202302,54,5,1,2,4,Standard,48.3
202302,54,5,2,1,4,Standard,2431.55
202302,54,5,2,2,4,Standard,67.21
